"Certified","Person","Date"
"2016-01-30",383,"2016-04-14"
"2016-01-30",384,"2015-09-10"
"2016-01-30",385,"2015-11-23"
"2016-02-02",386,"2016-03-14"
"2016-02-02",387,"2016-02-02"
"2016-02-02",388,"2014-05-12"
"2016-02-02",389,"2015-07-16"
"2016-02-02",389,"2015-11-05"
"2016-02-02",390,"2016-04-27"
"2016-02-04",391,"2016-02-22"
"2016-02-04",392,"2015-10-17"
"2016-02-04",392,"2016-02-02"
"2016-02-04",393,"2016-02-22"
"2016-02-04",394,"2016-03-29"
"2016-02-08",395,"2016-01-16"
"2016-02-08",396,"2015-11-19"
"2016-02-08",397,"2016-03-07"
"2016-02-08",397,"2016-04-02"
"2016-02-08",397,"2016-04-19"
"2016-02-08",397,"2016-04-25"
"2016-02-08",397,"2016-04-29"
"2016-02-08",397,"2016-05-04"
"2016-02-08",398,"2016-04-02"
"2016-02-09",399,"2016-02-16"
"2016-02-09",400,"2016-02-16"
"2016-02-11",401,"2016-05-09"
"2016-02-11",402,"2016-03-29"
"2016-02-11",403,"2016-04-19"
"2016-02-11",404,"2015-05-30"
"2016-02-11",405,"2015-12-07"
"2016-02-11",406,"2016-04-04"
"2016-02-11",407,"2016-02-01"
"2016-02-12",408,"2016-01-16"
"2016-02-12",409,"2016-05-09"
"2016-02-12",410,"2015-04-30"
"2016-02-12",410,"2015-10-17"
"2016-02-12",410,"2016-02-02"
"2016-02-12",410,"2016-04-25"
"2016-02-17",411,"2015-01-29"
"2016-02-17",411,"2015-04-30"
"2016-02-17",411,"2015-07-24"
"2016-02-25",412,"2015-05-27"
"2016-02-25",412,"2015-08-04"
"2016-02-25",412,"2015-09-24"
"2016-02-25",412,"2015-10-12"
"2016-02-25",412,"2016-01-07"
"2016-02-25",412,"2016-04-29"
"2016-02-29",413,"2016-03-29"
"2016-02-29",414,"2016-01-30"
"2016-02-29",414,"2016-04-02"
"2016-02-29",415,"2013-03-24"
"2016-02-29",416,"2015-01-03"
"2016-03-01",417,"2015-11-19"
"2016-03-01",418,"2016-01-11"
"2016-03-01",419,"2016-03-29"
"2016-03-01",420,"2015-01-29"
"2016-03-01",420,"2015-07-24"
"2016-03-01",420,"2016-05-17"
"2016-03-01",421,"2015-08-24"
"2016-03-01",421,"2015-11-26"
"2016-03-01",422,"2015-11-03"
"2016-03-01",422,"2016-02-02"
"2016-03-04",423,"2016-02-01"
"2016-03-08",424,"2016-05-07"
"2016-03-08",425,"2016-04-25"
"2016-03-08",426,"2016-03-23"
"2016-03-15",427,"2016-03-28"
"2016-03-15",428,"2015-04-17"
"2016-03-15",428,"2015-08-21"
"2016-03-15",429,"2013-04-08"
"2016-03-16",430,"2016-04-12"
"2016-03-16",430,"2016-04-18"
"2016-03-16",431,"2016-02-01"
"2016-03-22",432,"2013-03-04"
"2016-03-22",433,"2016-01-19"
"2016-03-22",434,"2016-03-23"
"2016-03-22",435,"2016-03-23"
"2016-03-27",436,"2016-05-07"
"2016-03-27",437,"2016-03-31"
"2016-03-29",438,"2016-03-14"
"2016-03-29",439,"2016-02-01"
"2016-03-30",440,"2016-04-06"
"2016-04-08",441,"2016-04-25"
"2016-04-08",442,"2016-03-31"
"2016-04-08",443,"2016-04-23"
"2016-04-08",443,"2016-05-06"
"2016-04-14",444,"2014-04-23"
"2016-04-25",445,"2016-05-02"
"2016-04-25",446,"2016-02-02"
"2016-04-25",447,"2015-09-10"
"2016-04-25",448,"2016-02-02"
"2016-04-25",448,"2016-04-18"
"2016-04-26",449,"2016-05-09"
"2016-05-13",450,"2016-03-31"
"2016-05-13",451,"2016-01-04"
"2016-04-01",452,""
"2016-01-19",453,""
"2016-02-11",454,""
"2016-03-22",455,""
"2016-03-15",456,""
"2014-11-22",457,""
"2016-03-01",458,""
"2016-03-15",459,""
"2016-03-21",460,""
"2016-02-17",461,""
"2016-01-19",462,""
"2014-12-23",463,""
"2016-02-08",464,""
"2014-11-27",465,""
"2016-03-01",466,""
"2015-05-05",467,""
"2016-03-08",468,""
"2016-02-29",469,""
"2016-04-19",470,""
"2016-02-29",471,""
"2016-01-19",472,""
"2014-12-11",473,""
"2015-07-07",474,""
"2016-02-12",475,""
"2016-01-19",476,""
"2016-02-04",477,""
"2016-02-19",478,""
"2015-06-23",479,""
"2016-02-11",480,""
"2016-04-25",481,""
"2016-02-11",482,""
"2015-05-26",483,""
"2016-03-29",484,""
"2014-12-11",485,""
"2016-02-25",486,""
"2015-06-12",487,""
"2015-05-14",488,""
"2016-02-02",489,""
"2015-02-27",490,""
"2015-09-02",491,""
"2014-07-22",492,""
"2016-02-02",493,""
"2014-12-23",494,""
"2016-03-15",495,""
"2016-03-15",496,""
"2015-12-08",497,""
"2015-05-26",498,""
"2016-03-04",499,""
"2015-03-25",500,""
"2015-06-14",501,""
"2015-05-05",502,""
"2014-12-08",503,""
"2016-02-29",504,""
"2014-12-23",505,""
"2014-09-18",506,""
"2015-09-25",507,""
"2016-03-01",508,""
"2016-04-08",509,""
"2015-04-20",510,""
"2016-02-25",511,""
"2015-05-05",512,""
"2015-07-15",513,""
"2014-11-05",514,""
"2016-04-07",515,""
"2015-05-14",516,""
"2014-10-16",517,""
"2013-11-17",518,""
"2015-04-20",519,""
"2016-04-14",520,""
"2016-02-11",521,""
"2014-11-27",522,""
"2016-02-08",523,""
"2015-03-25",524,""
"2016-02-25",525,""
"2016-04-26",526,""
"2016-04-13",527,""
"2016-03-28",528,""
"2014-12-23",529,""
"2015-06-12",530,""
"2014-12-11",531,""
"2014-11-27",532,""
"2014-12-23",533,""
"2015-05-05",534,""
"2014-05-04",535,""
"2014-10-16",536,""
"2016-03-01",537,""
"2016-04-19",538,""
"2014-10-03",539,""
"2015-07-11",540,""
"2015-06-12",541,""
"2016-03-30",542,""
"2015-04-20",543,""
"2016-05-13",544,""
"2014-07-07",545,""
"2015-02-27",546,""
"2016-04-01",547,""
"2015-07-07",548,""
"2016-02-17",549,""
"2014-12-23",550,""
"2016-02-11",551,""
"2013-09-15",552,""
"2016-03-01",553,""
"2016-04-08",554,""
"2016-04-19",555,""
"2016-02-29",556,""
"2016-04-19",557,""
"2014-11-27",558,""
"2016-02-29",559,""
"2014-10-16",560,""
"2016-03-16",561,""
"2016-02-02",562,""
"2016-03-15",563,""
"2016-03-15",564,""
"2014-10-03",565,""
"2015-12-08",566,""
"2016-04-19",567,""
"2013-11-25",568,""
"2016-02-04",569,""
"2014-11-09",570,""
"2015-03-15",571,""
"2015-07-07",572,""
"2016-01-18",573,""
"2016-02-04",574,""
"2015-03-25",575,""
"2014-12-23",576,""
"2016-01-19",577,""
"2016-04-21",578,""
"2015-01-21",579,""
"2016-03-29",580,""
"2014-10-03",581,""
"2015-07-08",582,""
"2015-06-12",583,""
"2015-07-22",584,""
"2016-05-03",585,""
"2016-04-13",586,""
"2016-01-27",587,""
"2015-05-14",588,""
"2016-04-08",589,""
"2016-04-21",590,""
"2016-03-01",591,""
"2016-04-26",592,""
"2016-03-16",593,""
"2015-07-28",594,""
"2015-05-26",595,""
"2016-03-08",596,""
"2016-02-11",597,""
"2016-03-09",598,""
"2016-02-04",599,""
"2016-01-19",600,""
"2014-05-09",601,""
"2014-11-22",602,""
"2016-02-19",603,""
"2016-02-02",604,""
"2016-01-19",605,""
"2015-03-12",606,""
"2016-02-11",607,""
"2014-10-03",608,""
"2016-04-08",609,""
"2016-02-17",610,""
"2015-06-23",611,""
"2014-09-18",612,""
"2015-10-22",613,""
"2012-05-27",614,""
"2015-06-12",615,""
"2016-03-15",616,""
"2014-09-18",617,""
"2016-02-04",618,""
"2014-12-08",619,""
"2016-04-01",620,""
"2016-02-29",621,""
"2016-02-08",622,""
"2016-03-08",623,""
"2016-04-13",624,""
"2015-03-12",625,""
"2016-04-19",626,""
"2014-05-04",627,""
"2016-03-01",628,""
"2014-09-18",629,""
"2014-12-08",630,""
"2016-03-08",631,""
"2015-04-20",632,""
"2013-11-17",633,""
"2016-04-21",634,""
"2016-02-17",635,""
"2015-10-13",636,""
"2015-07-03",637,""
"2014-11-05",638,""
"2016-04-13",639,""
"2016-03-01",640,""
"2014-12-23",641,""
"2016-02-08",642,""
"2015-05-26",643,""
"2015-07-08",644,""
"2015-09-25",645,""
"2016-04-19",646,""
"2014-12-23",647,""
"2016-02-25",648,""
"2016-02-12",649,""
"2014-09-18",650,""
"2015-05-14",651,""
"2016-02-19",652,""
"2014-12-08",653,""
"2016-02-11",654,""
"2015-02-28",655,""
"2015-10-22",656,""
"2015-05-26",657,""
"2016-02-11",658,""
"2016-02-02",659,""
"2016-03-15",660,""
"2016-03-15",661,""
"2015-09-25",662,""
"2016-02-25",663,""
"2016-04-19",664,""
"2016-01-27",665,""
"2015-07-11",666,""
"2016-04-07",667,""
"2015-04-20",668,""
"2016-04-07",669,""
"2016-02-19",670,""
"2015-05-26",671,""
"2015-07-07",672,""
"2016-02-11",673,""
